perturbation_type,method,f1,roc_auc,n_samples
node_replacement,AA-KEA,1.0,1.0,86
node_replacement,ROUGE-1,0.8888888888888888,0.9613095238095238,86
node_replacement,ROUGE-L,0.7708333333333334,0.8503787878787878,86
node_replacement,BLEU,0.803921568627451,0.8658008658008658,86
node_replacement,BERTScore,0.9647058823529412,0.9864718614718615,86
node_replacement,Sentence-T5,0.7070707070707071,0.7581168831168831,86
edge_replacement,AA-KEA,0.7142857142857143,0.6645876645876646,76
edge_replacement,ROUGE-1,0.6964285714285714,0.6115731115731116,76
edge_replacement,ROUGE-L,0.7037037037037037,0.6659736659736659,76
edge_replacement,BLEU,0.7216494845360825,0.6957726957726958,76
edge_replacement,BERTScore,0.7155963302752294,0.6791406791406791,76
edge_replacement,Sentence-T5,0.7027027027027027,0.6444906444906444,76
node_removal,AA-KEA,1.0,1.0,133
node_removal,ROUGE-1,0.9027777777777778,0.9521709633649932,133
node_removal,ROUGE-L,0.8759124087591241,0.9313658977838083,133
node_removal,BLEU,0.9142857142857143,0.9611035730438715,133
node_removal,BERTScore,0.9154929577464789,0.9658525554047942,133
node_removal,Sentence-T5,0.8266666666666667,0.8705336951605608,133
edge_deletion,AA-KEA,0.9411764705882353,0.9655297532656023,105
edge_deletion,ROUGE-1,0.7299270072992701,0.7509071117561684,105
edge_deletion,ROUGE-L,0.7175572519083969,0.7363933236574747,105
edge_deletion,BLEU,0.7049180327868853,0.7365747460087084,105
edge_deletion,BERTScore,0.7476635514018691,0.8490566037735849,105
edge_deletion,Sentence-T5,0.6717557251908397,0.7030116110304789,105
