pair_id,snea_bert_similarity
0,0.9960137288051516
1,0.9961620753138228
2,0.8793635494347478
3,0.9999999988087644
4,0.9926220881681403
5,0.9993030522276628
6,0.9999999283912984
7,0.9692109276141976
8,0.9999999987504112
9,0.8822387141113741
10,0.7906478942735943
11,0.9839947653522126
12,0.8309687159552622
13,0.8961688077371783
14,0.978527711207225
15,0.9962690632462712
16,0.9999999987606202
18,0.986753513774555
19,1.0
20,0.9144762796014052
21,0.9974084908707924
22,0.9099698591780846
23,0.9999999989634724
24,0.9905086364626038
25,0.9783311262788712
26,0.9968604448369558
27,0.9892423037977248
28,0.9999999986262618
29,0.9938329504987988
30,0.9804139521784174
31,0.910057773700878
32,1.0
33,0.9526611003462252
34,0.9999999024577462
35,0.9945273215315288
36,0.841239421150972
37,0.9975749353001022
38,0.9740023240049192
39,0.9861649851025656
40,0.9976622776978984
41,0.9971736595433977
42,0.9674525534039295
43,0.9740896235663644
44,0.9598227460249464
45,1.0
46,0.998611532150104
47,0.9982041414955084
48,0.890270205583538
49,0.9843479513165508
50,0.9687938497557028
51,1.0
52,0.962955014495908
53,0.999397256541895
54,1.0
55,0.9737440120549526
56,0.9999999988873456
57,0.945543518353918
58,0.971005724558858
59,0.9024738226687222
60,0.9999999356712812
61,0.9999998847288156
62,0.99999999833243
63,0.9983542187215152
64,0.974182671721877
65,0.944798311196536
66,0.999999998977588
67,0.9875588545609648
68,0.999999998849407
69,0.9905554499483168
70,0.9178741275229736
71,0.8979780940850286
72,0.9904916967194244
73,0.9136114920264709
74,0.9999999984948118
75,0.9982464444721376
76,0.982672731531518
77,0.9999999989161013
78,0.9740508017936298
79,0.9999999987904118
80,0.9699896932418232
81,0.984425131417288
82,0.9999999344385516
83,0.9999999985626352
84,0.9999999987566482
85,0.9887279847695528
86,0.999999880072838
87,1.0
88,0.9824195344461208
89,0.8784027587602732
91,0.99999999865539
92,0.8909739534169474
93,0.9810607082155413
94,0.9685313363821968
96,0.9958252882494192
97,0.973933870915344
98,0.8631965140379908
99,0.9483247617762524
100,0.999999998803448
101,0.8399739646397163
102,0.9981067510691228
103,0.9985695721516288
104,0.9744285551771572
105,0.9914470039280494
106,0.9142497295294258
107,0.9999999987591488
108,0.9492435762235776
109,0.9999999266398152
110,0.9543924320628008
111,0.9959969681811328
112,0.9958235477600818
113,1.0
114,0.9447575434909636
115,0.9999999989379372
116,0.994776557125487
117,0.950734066297002
118,0.9999999983551888
119,1.0
120,0.9999999990122692
121,0.987032627859722
122,0.9624694631970818
123,0.999999998876776
124,0.9799112771889708
125,0.999999998855506
126,0.9999998966616634
127,0.8439751531719534
128,0.9954899731967504
129,0.9999999987095292
130,0.9940931555883176
131,0.9774985675226304
132,0.9999999988469122
133,0.9359431264297284
134,0.9980837853596128
135,0.9936336113084232
136,0.9983780416967912
137,0.9999999987583272
138,0.9381627785150738
139,1.0
140,0.9925120724604704
141,0.9324320224107056
142,0.9999999382519692
143,0.7426008519150085
144,0.998063807554088
145,0.9999998896690976
146,0.9086301859759393
147,0.9994874371625108
148,1.0
149,0.9999999986941144
150,0.9999999987231528
151,0.99999999886272
153,0.9859628084399324
154,0.8345901802133557
155,0.9558942902346728
156,0.9972066002140793
157,0.9917170813792786
158,1.0
159,1.0
160,0.99794750517249
161,0.9960296344501308
162,1.0
163,0.9849802285861832
164,0.9999999987066552
165,0.904093278357689
166,0.8977986039593987
167,0.9802663874182288
168,0.9973867853508528
169,0.9999999069893232
170,0.995369080673727
171,0.8975544374577311
172,0.621561957486436
173,0.991664412838381
174,0.9977795485261476
175,0.9999999985269308
176,0.8760761953971298
177,0.9878738934909684
178,0.9944560759849282
179,0.973461754052517
180,0.9981824471446048
182,0.9682992416791042
183,0.9193834107396766
184,0.9917360575658548
185,0.9999999988352266
186,0.9286389281629862
187,0.9911322204341976
188,0.9999999983347242
189,0.8841637132256461
190,0.8833082450537891
191,0.9225035216380668
192,0.9999999987989004
193,0.9674296686021232
194,1.0
195,0.9999999990018368
196,0.999999931295386
197,1.0
198,0.9897855136839704
199,1.0
200,0.9065318168107844
201,0.9811836772377732
202,0.9516192478832534
203,0.9999999987797248
204,0.9999999326481336
205,0.9559292549316653
206,0.9504854986973856
207,0.9992302249701748
208,0.9999998979312572
209,0.9866116487512948
210,0.9999999987133004
211,0.9656824706426348
212,0.9150480878788766
213,0.9999999356898313
214,0.999999896708522
215,0.8930498649759975
216,0.999999999146064
217,0.9999999985580756
218,1.0
219,0.9999999054178452
220,0.9999999987707732
221,0.9681395032230904
222,0.9939116026924392
223,0.8299282046028236
224,0.9267310066219766
225,0.9923122286579132
226,0.9865847614448922
227,0.997705498467216
228,0.9848261295001368
229,0.9999999987210744
230,0.933679230107218
231,0.9877657947028408
232,0.9659535118887238
233,0.9873274848669688
234,0.9406045529280228
235,0.9977233788282026
236,0.9999999358745806
237,0.994762946195844
238,0.9958864582509074
239,0.9429213120664132
240,0.9489650446384598
241,0.9695192289460164
242,0.9285620951540348
243,0.8917162324883022
244,0.7549328021001603
245,0.990416130197397
246,0.9723593643594828
247,0.9987579041053174
248,0.999999998788415
249,0.984955656827672
250,0.9909945870575464
251,0.999999998398492
252,0.8950337856978994
253,0.9234679037509728
254,0.694837608014842
255,0.9905503400400022
256,0.977208636751666
257,0.9344690256403644
258,0.982821123497695
259,0.9999999342125608
260,0.998053039496481
261,0.9583514794611564
262,0.954702385663254
263,0.9495600380791456
264,0.9787012854937228
265,0.995632142692548
266,0.999999909244774
267,0.9999999987724756
268,0.999999998815618
269,0.9131342979226076
270,0.6504375562078377
271,0.9999999988283532
272,1.0
273,0.9676349021699612
274,0.9958457746235528
275,0.9874901307010296
276,0.996550553272756
277,0.8130739378597146
278,0.973233648376204
279,0.9394075279263095
280,0.9362540692138452
281,0.9533208529742568
282,0.9999999984009206
283,0.973457332260468
284,0.9971445849873048
285,0.9780309764754276
286,0.9551889461427486
287,0.9804441932324416
288,0.8936114407656846
289,0.9914794172042004
290,0.9577083618427138
291,0.9820333349999272
292,0.8368868656226641
293,0.9999999985768424
294,1.0
296,0.9999999986651424
298,0.9999999145877796
299,0.999999998934405
300,0.9964683906836782
301,0.9985047791837202
302,0.9847704804730092
303,0.9668494398442606
304,0.9780021905571324
305,0.9999999316573648
306,0.9705085321578828
307,0.9636951718296812
308,0.996982293984402
309,0.9999999985758036
310,1.0
311,0.7183872253152176
312,0.9452504215889902
313,0.969702978368664
314,0.9985541146536784
315,0.9999999348364732
316,0.9999999990488004
317,0.999999998955379
318,0.9999999086863754
