pair_id,snea_bert_similarity
0,1.0
1,0.9997795716659396
2,0.7070439229062719
3,0.9993157864219092
4,0.8647011598824945
5,0.836819934665218
6,0.9999999995571855
7,0.5594764177094009
8,0.998306574481681
9,0.3033687276907515
10,0.6163139330065004
11,0.995545558207152
12,0.8429273692959198
13,0.454893607514608
14,0.6847346837834503
15,0.8326091072152825
16,0.9962996785344588
17,0.9972916208083756
18,0.9999999995668484
19,0.9975692323934422
20,0.1955138683063429
21,0.6294337807329502
22,0.998876644936422
23,0.9999999818228468
24,0.8871952004185023
25,0.999758165606054
26,0.8071081333482107
27,0.999793532466444
28,0.996213891432914
29,0.6244227457789332
30,1.0
31,0.8876716878956903
32,0.9984063912655284
33,0.9140689249698228
34,0.9999999996433416
35,0.737535094842763
36,0.423049457350039
37,0.999814131265074
38,0.4903376539951976
39,0.362192353982194
40,1.0
41,0.7563067300517923
42,0.8940893093198516
43,0.5155660020251152
44,0.9967304353462564
45,0.9995121644556778
46,0.5704248012130279
47,0.7503223180208627
48,0.9998668736540004
49,0.8620145719876682
50,0.3642875342101934
51,0.9994582348050792
52,0.954346597154857
53,0.9146598821975842
54,0.9043975799321208
55,0.6337307024610943
56,0.9996294481827616
57,0.6100360503982616
58,0.9993241555340682
59,0.7434329442263402
60,0.8863468684849711
61,0.999581398675436
62,0.9999999996188396
63,0.3831253758505247
64,0.998153153138744
65,0.9994717961899884
66,0.8900679591746861
67,0.9999999996609884
68,1.0
69,0.8157614866001739
70,0.89802385210803
71,0.5308758358900119
72,0.6015621137498096
73,0.9985072340343082
74,0.9083821368457424
75,0.9229193132191892
76,0.9999999996343814
77,0.9995635165360448
78,0.9611900098692074
79,0.999524620085493
80,0.4809800607495774
81,0.8649835514762463
82,0.9998636879676308
83,0.998021770920735
84,0.9999947176041568
85,0.8876720492594785
86,0.9999999835274208
87,0.9997731162322656
88,0.8716743664282636
89,0.3795517797734076
90,0.9991617203056068
91,0.998812380045884
92,0.8435808640376714
93,0.9998972081480564
94,0.5218709991606257
95,0.9999137882004818
96,0.998122461192497
97,0.9998749623693878
98,0.8414293735286629
99,0.4339122733927765
100,0.9999999996001956
101,0.8649793557872774
102,0.3021692164416156
103,0.9403343453918822
104,0.8775938632714798
105,0.6513204700963868
106,0.7265660099621001
107,0.9478736870841432
108,0.999268345075076
109,0.9996953911886136
110,0.3154642600858925
111,0.9025613185125464
112,0.9991043700577756
113,0.9992955998964388
114,0.9965394056248292
115,0.9981109037611152
116,0.9986405233894668
117,1.0
118,0.998526436126928
119,0.9999999807375386
120,0.2980813345488128
121,0.2652996475790905
122,0.4251110714396544
123,0.9992843182020108
124,0.842370599855562
125,0.8857906335847237
126,0.9997292414456336
127,0.9996633585972966
128,0.8534462612480621
129,0.998172059439399
130,0.9954974631825408
131,0.8967737907570685
132,0.9968340774261262
133,0.900523869862538
134,0.5760700553772187
135,0.8734865593539876
136,1.0
137,0.9983193653311374
138,0.999641424076915
139,0.9997470466271206
140,0.6806904855926645
141,0.7143215403101091
142,0.9963168984523236
143,0.5817683931501821
144,0.6660371954762527
145,1.0
146,0.7476384681202506
147,0.3949978765282361
148,0.5439351818821266
149,0.9988485560644031
150,0.9572440454835488
151,0.9995952163953582
152,1.0
153,0.5290280578487201
154,0.937977475194188
155,0.8512757787617482
156,0.9527093100561256
157,0.6088900753066728
158,0.9992359237931444
159,0.9999999996116706
160,0.9999999810542392
161,0.999999981568644
162,0.9999999996344032
163,0.4888177399613251
164,0.9977507790993104
165,0.4228157776337705
166,1.0
167,0.466086099356263
168,0.7007758645216753
169,1.0
170,0.7740593742320625
171,0.999202548836795
172,0.6070221179536809
173,0.8847285805045304
174,0.7480143567810393
175,0.9993311641963024
176,0.94197909287807
177,0.999446331686857
178,0.881730389520837
179,0.662781505138525
180,0.571255639225925
181,0.1841275846682478
182,0.999575353337702
183,0.4741539588973006
184,0.470216808282037
185,0.5434544304363055
186,0.9364097394646134
187,0.9977967982879448
188,0.9999627097856996
189,0.612637392344704
190,0.5377582433328026
191,0.7097092630584996
192,0.9991507368409904
193,0.904201797350066
194,0.999382127961116
195,0.9999999797927578
196,0.9999182651220232
197,0.9999999996710752
198,0.9999999996094288
199,0.9998459426159956
200,0.6552807362233313
201,0.9999999996469452
202,0.999203030921924
203,0.9965346212060202
204,0.9979448369503472
205,0.5859636940094312
206,0.8843871550753353
207,0.850227425977397
208,1.0
209,0.9987453342858074
210,0.9963281261203696
211,0.683218693331874
212,0.70914273084754
213,0.9972874452652905
214,0.9997856464216368
215,0.6250483676803362
216,0.9982876251086004
217,0.9978876871028496
218,0.9994408605417932
219,0.9999999831552068
220,0.9999999841058528
221,0.4505886317066589
222,0.9993070547979952
223,0.6457333208631881
224,0.5845391652855876
225,0.998359519481055
226,0.5546715948358667
227,0.9993752446046232
228,0.940693176870665
229,0.9973378974127544
230,0.5475919875333953
231,0.9999999845578146
232,0.9999999826744326
233,0.9998313035802542
234,0.9321031569238344
235,0.9998287979142186
236,0.999730943867032
237,0.9975874599126182
238,0.9999309863681723
239,0.9300946405013396
240,0.9997418601859264
241,0.8869153266179007
242,0.6578552086223741
243,0.9999999827717556
244,0.9996402283927804
245,0.2194151856059875
246,0.999864321412572
247,0.552924812918141
248,0.9983502951105866
249,0.9999999996525956
250,0.880433386000308
251,0.9958622346155656
252,0.8291333123745034
253,0.9999999996531465
254,0.5317306748597231
255,0.9999999810576136
256,0.5854199920978694
257,0.4223730763043084
258,0.9914543801256274
259,0.9376736795886244
260,0.3675395727336254
261,0.9997345830542336
262,0.833733653989952
263,0.622731882048942
264,0.5657016314782629
265,0.4566047504670112
266,0.9972956962237272
267,1.0
268,0.9989699990836328
269,0.9128738827378762
270,0.602002915461657
271,0.9988479187164732
272,0.9999999830423416
273,0.99950996621394
274,0.999706676874184
275,0.8742258349677036
276,1.0
277,0.999999999648558
278,0.9972972223534204
279,1.0
280,0.91884308147813
281,1.0
282,0.9993824349656476
283,0.8700653445941069
284,0.9989400456801506
285,1.0
286,0.997203393290624
287,0.6434045904280434
288,0.3416099063056168
289,0.9967675097509232
290,0.9997921196955886
291,0.3940426935097065
292,0.8742050166265349
293,0.9986802423084375
294,0.9985220262898225
295,0.9990736792964416
296,0.5106002183694897
297,0.997874909139925
298,0.9997682972093838
299,0.9985728615028864
300,0.9994242659812436
301,0.9967579026396596
302,0.999999999643839
303,0.7423814692293973
304,0.9978198342814764
305,0.9185038339792924
306,0.8727948942517132
307,0.9993595638188658
308,0.8559064607652288
309,0.9997208818663692
310,0.8737119437827242
311,0.8361140727626492
312,0.7931036633123527
313,0.9968859011958566
314,1.0
315,0.9121344278359887
316,0.9999999996574856
317,0.9973368009903604
318,1.0
319,1.0
320,0.9981091426071728
321,0.9136903627170267
322,0.9985496755569644
323,0.9998307797924216
324,0.9571459564734832
325,0.9998500682483298
326,0.9999617772246784
327,0.9995763239735692
328,0.995933103441392
329,0.999650941019356
330,0.2983472660720914
331,0.9994702288540672
332,0.7602201085662811
333,0.9984109957650714
334,0.8738039243001169
335,0.8300905442005345
336,0.8640855124278928
337,0.998650355307974
338,0.999116276785346
339,0.612296517272948
340,0.99871383472026
341,0.5751242649454449
342,0.9999999822001876
343,0.655768171303082
344,0.99999998037217
345,0.4514382740197962
346,0.9999361352098652
347,0.9993534401700864
348,0.9997327708289984
349,0.7630948087509397
350,0.999396105465047
351,0.7634410345313216
352,0.9999999996203176
353,0.6454736428290898
354,0.8601465630592422
355,0.9983044828275144
356,0.837422697899774
357,0.9991626526369723
358,0.4882510296992448
359,0.9999999768245472
360,0.910995839538512
361,0.3601423889466469
362,0.6465914480653301
363,0.7806556533201521
364,0.5499732828266419
365,0.998889492595042
366,0.5938102516990638
367,0.6087892991163206
368,0.6359465434568781
369,0.45122595935992
370,0.9996107739088558
371,0.9998876374154356
372,0.9988239058955222
373,0.5582556763848351
374,0.9983588233945836
375,0.9994570531808956
376,0.9999468391948844
377,0.3698159574824412
378,0.9985353407906968
379,0.9998837824092164
380,0.8736695133006454
381,0.9987985165053368
382,0.6161356634837742
383,0.3380437138215678
384,0.3277106035722579
385,0.9979799600796034
386,0.8736245317349737
387,0.9999999996071176
388,0.6442640760788404
389,0.9999590544088484
390,0.685278565134908
391,0.6036135485099979
392,0.9999999996067936
393,0.1866734596608365
394,0.4008548709666755
395,0.8055945402745511
396,0.998400054177812
397,0.999067664042375
398,0.9986454456161484
399,0.944421451017096
