pair_id,snea_bert_similarity
0,0.8695158859325748
1,0.9999999974958732
2,0.9999999981298704
3,0.9863906159008532
5,0.9793944424755592
6,0.995055302489702
7,0.9923937757176386
8,0.9999999976652992
9,0.9717869060583422
10,0.9999999975779909
11,0.9837809471655264
12,0.9999999977117148
13,0.9658125637960076
14,0.9866254394024784
15,0.9969651735215854
16,0.999498646016579
17,0.9999999976474614
18,0.6205081102750618
19,0.725763473284366
20,0.9369032594607656
21,0.9940571232598256
22,0.999999997754605
23,0.966039667070282
24,0.98231374098233
25,0.9889483501214992
26,0.8250340975540695
27,0.5645509801360113
28,0.9938290686093132
29,0.9979142216692364
30,0.9953278230711924
31,0.8556286931296456
32,0.8411680237762066
33,0.9930958198128284
34,0.9704066167171014
35,0.8795209273112964
36,0.9999999223413616
37,0.9999999973656798
38,0.992359933927325
39,0.9975019285950872
40,0.9942594965155838
41,1.0
42,1.0
43,0.9917246452273312
44,0.999999997740376
45,0.9993125203144698
46,0.990678173290686
47,0.988159480525748
48,0.993213111275685
49,0.991752815686396
50,0.9699137428836392
51,0.9824179886035754
52,0.9995501457609874
53,0.8131654824193353
54,1.0
55,0.9913627968408556
56,0.9933205036053628
57,0.9837029322485736
58,0.9894908006562186
59,0.9778802432767324
60,0.9898094588194748
61,0.683866636316565
62,0.9929406066467754
63,0.6505652494828829
64,0.9958944832239074
65,0.995325581136063
66,0.8690465205120029
67,0.9981099774543576
68,0.9828577907292244
69,0.9974115867952266
70,0.9999998790104224
71,0.9950678102695426
72,0.9474675238964954
73,0.9973818344079796
74,0.6113299384453579
75,0.9864022770063334
76,0.6526364209244899
77,0.9725739829858272
78,0.9775282194753768
79,0.8888265297334453
80,0.9999998973756568
81,0.9887946632964368
82,0.9926284746402776
83,0.993286586786053
84,0.5040226090092872
85,0.9903579621185108
86,0.9999999983908382
87,0.9601182405109264
88,0.9983350355831414
89,0.9999999978785322
90,0.999999997257323
91,0.6083135165509019
92,1.0
93,0.9705498132267666
94,0.9574842181405148
95,0.9999998865063492
96,0.9999999971576942
97,0.98745707795064
98,0.7819392228255297
99,0.999999997350816
100,0.532155351136459
101,0.997123037903954
102,0.9895071761358456
103,0.9441357458510792
104,0.7170965481591672
105,0.9792420557267592
106,0.9512470452685065
107,0.9985726177250074
108,0.999999998886105
109,0.9912317290730648
110,0.9637059367271628
111,0.983909623782138
112,0.9419013432521968
113,0.9972196322402012
114,0.9644946024054456
115,0.7205295140149034
116,0.9778194280764614
117,0.9964671316556768
118,0.9953441600278734
119,0.8086554341390932
120,0.9762731882342068
121,0.9059680303090324
122,0.997998550262898
123,0.9787415002100116
124,0.9797946644346984
125,0.9674676965212352
126,0.9999999361554543
127,0.6180203811496078
128,0.9613474816667354
129,0.9960051372234282
130,0.9722245816458788
131,0.9574841470748592
132,0.9913782545339044
133,0.954081458383758
134,0.9780721872021204
135,0.9722945176602948
136,0.8020593033318207
137,0.992201930602144
138,0.9405401337908526
139,0.9960923261699935
140,1.0
141,0.9937195112226878
142,0.9172240922117468
143,0.7716485195558128
144,0.9394744867805044
145,0.9509948976896808
146,0.7671088357021865
147,0.9144974215439686
148,0.993104358932906
149,0.990270435817839
150,0.9677996538021696
151,0.6275881391289105
152,0.9793231979830732
153,0.9767899989833329
154,0.9887916957136236
155,0.980493736287886
156,0.9789831860730784
157,0.7479528110243415
158,0.8887686413166946
159,0.7893997887670448
160,0.967261020345138
161,0.9642731795829472
162,0.9636746434987644
163,0.9445636494987696
164,0.9715286098100134
165,0.9823832023054108
166,0.796524839014055
167,1.0
168,0.983795498141302
169,0.9889293148351972
170,0.9404140946982628
171,0.9921937936516004
172,0.975953971344062
173,0.9991192804229588
174,0.4963322042350804
175,0.997394408117436
176,0.991805687573564
177,0.9900271326045
178,0.9999999978569408
179,0.9985417618543106
180,0.855586805865373
181,0.8220411385735126
182,0.9826248122288638
183,0.9889821301849409
184,0.9846144999065788
185,0.9795011540784954
186,0.8102924783217672
187,0.3427198175353125
188,0.9974505897656718
189,0.9498248748365172
190,0.9713824622119412
191,0.9918645530102476
192,0.9839437038120928
193,0.9423078493083312
194,0.98587134368779
195,0.9766980533876872
196,0.9687373701450172
197,0.936797805222146
198,0.8878407718951975
199,0.98138505554766
200,0.9946450723744324
201,0.993712175675872
202,0.9999999979227556
203,0.8325967008152799
204,0.9725277856471616
205,0.9999999980637704
206,0.9627708148137376
207,0.9999999982151924
208,0.9974971753469292
209,0.9997675169849356
210,0.9939679314138388
211,0.9778519365113044
212,1.0
213,0.953215320198264
214,0.9867184560484769
215,0.999323836076374
216,0.9928483277790656
217,0.855489223273625
218,0.9999999982353888
219,0.8536472533762748
220,0.9999999979633872
221,0.9995913256101157
222,0.9999999227890728
223,0.969858623826658
224,0.9753432377340612
225,0.9965157922030798
226,0.812720494473518
227,0.875970810972159
228,0.994194947674776
229,0.9075834062547712
230,0.9900108899560774
231,0.9927831192911412
232,0.9948402201966742
233,1.0
234,0.9987697437214124
235,0.994169700623996
236,0.9950900771961282
237,0.978283522033309
238,0.9896307770555872
239,0.997560206118998
240,0.8363320378106163
241,0.9945882346632332
242,0.9999999191731268
243,0.9995686739791408
244,0.9447385019177438
245,0.9895718482556812
246,0.9999999977751888
247,0.99697469142995
248,0.9971597779472152
249,0.9998781879025384
250,0.997150197817042
251,0.9130692233155638
252,1.0
253,0.999858388714202
254,0.999999923866054
255,0.9989691961709212
256,0.7966644341793352
257,0.9297631969759022
258,0.9378559981296624
259,0.9111034465709088
260,0.992774083232229
261,0.9869075075423712
262,0.9977074686280644
263,0.998709300929632
264,0.9970414568811724
265,0.9793111730778286
266,0.9758748667106834
267,0.9824088952280814
268,0.9948935979571
269,0.9997804612409528
270,0.9828507446093744
271,0.9845087234791738
272,0.9822342789032746
273,0.9989876354237516
274,0.9931836211701064
275,0.9958086015280334
276,0.9989159133981522
277,0.9967623360729426
278,0.9821889435010084
279,0.9829787074287326
280,0.9768611339442476
281,0.9954624228508374
282,0.9789829731340558
283,0.9132892758372488
284,0.9895290468047042
285,0.9901390017979148
307,0.9951188502406544
308,0.7205426055484018
309,0.9965729974050936
310,0.998896387726472
311,0.9987388123800912
312,0.9992279431996388
313,0.9992710438394672
314,0.9899367721495363
315,0.995166400759985
316,0.6830889017618923
317,1.0
318,0.9930992097258944
319,0.9998847938876884
320,0.9855568966439524
321,0.9966432570772767
322,0.9982740202364656
323,0.9311471582924254
324,0.9999999980701676
325,0.9999998900999324
326,0.9999999131253392
327,0.990139522735594
328,0.9983125007043584
329,0.9959038088835178
330,0.9999999984518037
331,0.9983840296631508
332,0.9874290953981992
333,0.9984860311814576
334,0.9994287427184596
335,0.7860859309389611
336,0.9921164666469876
337,0.999999901562214
338,0.9993327354562974
339,0.9993519080630356
340,0.9999999172602912
341,0.9967656323305168
342,0.9992799178765228
343,0.9999998849989352
344,0.999999998409938
345,0.9958185356960402
346,0.9977672358109348
347,0.9957675061888734
348,0.9921572937337858
349,0.7688011257114411
350,1.0
351,1.0
352,0.9999999147611424
353,1.0
354,0.9999999065368864
355,0.9981034888303172
356,0.9959431270318004
357,0.803086074823424
358,0.9241456461536304
359,0.989341960805968
360,0.9996262678506964
361,0.8542155160795216
362,0.9968464262035496
363,0.9952430357965104
364,0.9964151279309468
365,0.9999999980225492
366,0.7694668713882882
367,0.9934782318005776
368,0.9170301017179064
369,0.9943967436405388
370,0.9975711496784394
371,1.0
372,0.801741161669505
373,1.0
374,0.9717067206762988
375,0.9999999975516664
376,0.9999999983090698
377,0.9999999102150496
378,0.9896594504858728
379,0.9999999982049508
380,0.9654256048756938
381,1.0
382,0.9977330714228424
383,0.9966452451225316
384,0.9999999978628804
385,0.9894359102625137
386,0.9991996697851772
387,0.9985770863397292
388,0.7846982925607905
389,0.9988665562515028
390,0.9999360594199272
391,0.9919403455167108
392,0.9999999984069906
393,0.9363676717622008
394,1.0
395,0.9952301491336928
396,0.9926601037374896
397,0.9976943194838503
398,1.0
399,0.8952758346902093
